address,parking,type,num_schools,cost,suburb,beds,baths,cost/(beds+baths)
"11/31-31A George Street, Fitzroy VIC 3065",1,Apartment / Unit / Flat,12,525.0,Fitzroy,1,1,262.5
"6/443 Napier Street, Fitzroy VIC 3065",1,Apartment / Unit / Flat,10,400.0,Fitzroy,1,1,200.0
"116/255 Cardigan Street, Carlton VIC 3053",0,Apartment / Unit / Flat,12,400.0,Carlton,1,1,200.0
"1414/160 Victoria Street, Carlton VIC 3053",0,Apartment / Unit / Flat,11,400.0,Carlton,1,1,200.0
"315/131 Pelham Street, Carlton VIC 3053",0,Apartment / Unit / Flat,12,400.0,Carlton,1,1,200.0
"106/255 Cardigan Street, Carlton VIC 3053",0,Apartment / Unit / Flat,12,400.0,Carlton,1,1,200.0
"204/528 Swanston Street, Carlton VIC 3053",0,Apartment / Unit / Flat,12,400.0,Carlton,1,1,200.0
"71 Rae Street, Fitzroy North VIC 3068",0,House,9,1350.0,Fitzroy North,3,2,270.0
"77 McKean Street, Fitzroy North VIC 3068",0,House,10,1250.0,Fitzroy North,3,1,312.5
"665 Brunswick Street North, Fitzroy North VIC 3068",2,House,9,1250.0,Fitzroy North,4,2,208.33333333333334
"181 Scotchmer Street, Fitzroy North VIC 3068",1,House,11,1600.0,Fitzroy North,3,2,320.0
"902/570 Swanston Street, Carlton VIC 3053",0,Apartment / Unit / Flat,12,400.0,Carlton,1,1,200.0
"401/495 Rathdowne Street, Carlton VIC 3053",0,Apartment / Unit / Flat,9,400.0,Carlton,1,1,200.0
"511/528 Swanston Street, Carlton VIC 3053",0,Apartment / Unit / Flat,12,400.0,Carlton,1,1,200.0
"6006/570 Lygon Street, Carlton VIC 3053",1,Apartment / Unit / Flat,9,400.0,Carlton,1,1,200.0
"2/117-121 Bouverie Street, Carlton VIC 3053",0,Apartment / Unit / Flat,11,395.0,Carlton,1,1,197.5
"226 Scotchmer Street, Fitzroy North VIC 3068",1,House,11,1160.0,Fitzroy North,4,1,232.0
"218A St Georges Road, Fitzroy North VIC 3068",2,Apartment / Unit / Flat,10,970.0,Fitzroy North,4,1,194.0
"208 Scotchmer Street, Fitzroy North VIC 3068",1,House,11,900.0,Fitzroy North,3,1,225.0
"255 Cardigan Street, Carlton VIC 3053",0,Apartment / Unit / Flat,12,390.0,Carlton,1,1,195.0
"292 St Georges Road, Fitzroy North VIC 3068",2,House,10,795.0,Fitzroy North,3,1,198.75
"4 Ivan Street, Fitzroy North VIC 3068",0,House,11,820.0,Fitzroy North,2,1,273.3333333333333
"86/682 Nicholson Street, Fitzroy North VIC 3068",1,Apartment / Unit / Flat,10,710.0,Fitzroy North,2,1,236.66666666666666
"3209/488 Swanston Street, Carlton VIC 3053",0,Apartment / Unit / Flat,12,380.0,Carlton,1,1,190.0
"38 Fergie Street, Fitzroy North VIC 3068",0,House,10,775.0,Fitzroy North,2,1,258.3333333333333
"205/144 Queens Parade, Fitzroy North VIC 3068",1,Apartment / Unit / Flat,10,700.0,Fitzroy North,2,2,175.0
"Penthouse/312 High St, Northcote VIC 3070",1,Apartment / Unit / Flat,11,1800.0,Northcote,3,3,300.0
"50 Beaconsfield Parade, Northcote VIC 3070",1,House,13,1150.0,Northcote,3,1,287.5
"34 Bird Avenue, Northcote VIC 3070",2,House,13,1050.0,Northcote,4,2,175.0
"1/378-390 St Georges Road, Fitzroy North VIC 3068",1,Apartment / Unit / Flat,11,700.0,Fitzroy North,2,2,175.0
"131 Pelham Street, Carlton VIC 3053",0,Apartment / Unit / Flat,12,370.0,Carlton,1,1,185.0
"4 Church Street, Abbotsford VIC 3067",2,House,13,1800.0,Abbotsford,4,3,257.14285714285717
"302/312 Johnston Street, Abbotsford VIC 3067",1,Apartment / Unit / Flat,13,1100.0,Abbotsford,3,2,220.0
"11/83 Miller Street, Fitzroy North VIC 3068",1,Apartment / Unit / Flat,10,680.0,Fitzroy North,2,1,226.66666666666666
"293 Raleigh Street, Thornbury VIC 3071",5,House,12,1200.0,Thornbury,4,2,200.0
"507/392 St Georges Road, Fitzroy North VIC 3068",1,Apartment / Unit / Flat,11,675.0,Fitzroy North,2,2,168.75
"92A Fergie Street, Fitzroy North VIC 3068",1,Apartment / Unit / Flat,10,660.0,Fitzroy North,2,2,165.0
"109/6 Acacia place, Abbotsford VIC 3067",1,Apartment / Unit / Flat,14,900.0,Abbotsford,2,2,225.0
"601/245 Queens Parade, Fitzroy North VIC 3068",1,Apartment / Unit / Flat,10,650.0,Fitzroy North,2,2,162.5
"252 Gooch Street, Thornbury VIC 3071",2,House,12,1100.0,Thornbury,3,3,183.33333333333334
"208 St Georges Road, Northcote VIC 3070",2,House,13,950.0,Northcote,4,1,190.0
"95 Beaconsfield Parade, Northcote VIC 3070",2,House,13,1050.0,Northcote,3,1,262.5
"10 Park Street, Northcote VIC 3070",1,House,11,850.0,Northcote,3,1,212.5
"4/8 Strettle Street, Thornbury VIC 3071",2,Apartment / Unit / Flat,13,950.0,Thornbury,3,2,190.0
"17 Hartley Street, Northcote VIC 3070",1,House,12,860.0,Northcote,3,1,215.0
"5109/570 Lygon Street, Carlton VIC 3053",0,Apartment / Unit / Flat,9,360.0,Carlton,1,1,180.0
"119 Rae Street, Fitzroy North VIC 3068",0,House,9,580.0,Fitzroy North,2,1,193.33333333333334
"190 Smith Street, Thornbury VIC 3071",0,House,13,900.0,Thornbury,4,1,180.0
"29/682 Nicholson Street, Fitzroy North VIC 3068",1,Apartment / Unit / Flat,10,650.0,Fitzroy North,2,1,216.66666666666666
"2/33 Martin Street, Thornbury VIC 3071",3,House,12,870.0,Thornbury,3,1,217.5
"118 Normanby Avenue, Thornbury VIC 3071",1,House,13,870.0,Thornbury,3,1,217.5
"A909/627 Victoria Street, Abbotsford VIC 3067",2,Apartment / Unit / Flat,14,895.0,Abbotsford,2,2,223.75
"307/461 Brunswick Street, Fitzroy North VIC 3068",1,Apartment / Unit / Flat,9,580.0,Fitzroy North,2,1,193.33333333333334
"410/378-390 St Georges Road, Fitzroy North VIC 3068",1,Apartment / Unit / Flat,11,550.0,Fitzroy North,1,1,275.0
"212/4 Bik Lane, Fitzroy North VIC 3068",1,Apartment / Unit / Flat,10,550.0,Fitzroy North,2,1,183.33333333333334
"221/15 Lithgow Street, Abbotsford VIC 3067",2,Apartment / Unit / Flat,13,880.0,Abbotsford,2,2,220.0
"16/121 Bouverie Street, Carlton VIC 3053",0,Apartment / Unit / Flat,11,350.0,Carlton,1,1,175.0
"29 Park Street, Northcote VIC 3070",0,House,11,850.0,Northcote,3,2,170.0
"279 St Georges Road, Northcote VIC 3070",2,House,13,850.0,Northcote,3,1,212.5
"45 Leinster Grove, Northcote VIC 3070",1,House,13,830.0,Northcote,3,2,166.0
"1/68 Collins Street, Thornbury VIC 3071",2,Apartment / Unit / Flat,12,790.0,Thornbury,3,2,158.0
"34 Auburn Avenue, Northcote VIC 3070",2,House,11,790.0,Northcote,3,1,197.5
"4/16 Nicholson Street, Fitzroy North VIC 3068",1,Apartment / Unit / Flat,10,515.0,Fitzroy North,2,1,171.66666666666666
"62 Yarra St, Abbotsford VIC 3067",2,House,14,825.0,Abbotsford,2,1,275.0
"9/55-59 York Street, Fitzroy North VIC 3068",1,Apartment / Unit / Flat,9,500.0,Fitzroy North,2,1,166.66666666666666
"6/82 Shaftesbury Parade, Thornbury VIC 3071",1,Apartment / Unit / Flat,13,700.0,Thornbury,2,2,175.0
"61 Clarendon Street, Thornbury VIC 3071",1,House,12,710.0,Thornbury,2,1,236.66666666666666
"B332/631 Victoria Street, Abbotsford VIC 3067",1,Apartment / Unit / Flat,14,800.0,Abbotsford,2,2,200.0
"A914/627 Victoria Street, Abbotsford VIC 3067",1,Apartment / Unit / Flat,14,795.0,Abbotsford,2,2,198.75
"108/24 Barkly Place, Carlton VIC 3053",0,Apartment / Unit / Flat,11,350.0,Carlton,1,1,175.0
"1/576 Nicholson Street, Fitzroy North VIC 3068",1,Apartment / Unit / Flat,9,495.0,Fitzroy North,1,1,247.5
"804/4 Acacia Place, Abbotsford VIC 3067",2,Apartment / Unit / Flat,14,795.0,Abbotsford,2,2,198.75
"410/243 Queens parade, Fitzroy North VIC 3068",1,Apartment / Unit / Flat,10,460.0,Fitzroy North,1,1,230.0
"6/14 Rae St, Fitzroy North VIC 3068",1,Apartment / Unit / Flat,9,450.0,Fitzroy North,1,1,225.0
"B620/631 Victoria Street, Abbotsford VIC 3067",1,Apartment / Unit / Flat,14,775.0,Abbotsford,2,2,193.75
"597 High Street, Northcote VIC 3070",0,Apartment / Unit / Flat,13,760.0,Northcote,3,2,152.0
"124 Christmas Street, Northcote VIC 3070",1,House,12,720.0,Northcote,3,1,180.0
"40 Charles Street, Northcote VIC 3070",0,House,11,700.0,Northcote,2,1,233.33333333333334
"59 Charles Street, Northcote VIC 3070",1,House,11,695.0,Northcote,2,1,231.66666666666666
"13/42-44 Clarendon Street, Thornbury VIC 3071",1,Apartment / Unit / Flat,12,680.0,Thornbury,3,1,170.0
"108/4 Bik Lane, Fitzroy North VIC 3068",1,Apartment / Unit / Flat,10,450.0,Fitzroy North,1,1,225.0
"A915/627 Victoria Street, Abbotsford VIC 3067",2,Apartment / Unit / Flat,14,750.0,Abbotsford,2,1,250.0
"230 Rossmoyne Street, Thornbury VIC 3071",4,House,13,680.0,Thornbury,2,1,226.66666666666666
"5/118 Holden Street, Fitzroy North VIC 3068",1,Apartment / Unit / Flat,10,430.0,Fitzroy North,1,1,215.0
"711/631 Victoria Street, Abbotsford VIC 3067",1,Apartment / Unit / Flat,14,750.0,Abbotsford,2,2,187.5
"402/70 Queensberry Street, Carlton VIC 3053",0,Apartment / Unit / Flat,12,320.0,Carlton,1,1,160.0
"17/42-44 Clarendon Street, Thornbury VIC 3071",1,Apartment / Unit / Flat,12,650.0,Thornbury,3,1,162.5
"241/20 Shamrock Street, Abbotsford VIC 3067",2,Apartment / Unit / Flat,14,750.0,Abbotsford,3,2,150.0
"B611/631 Victoria Street, Abbotsford VIC 3067",1,Apartment / Unit / Flat,14,750.0,Abbotsford,2,2,187.5
"418/627 Victoria Street, Abbotsford VIC 3067",1,Apartment / Unit / Flat,14,740.0,Abbotsford,2,2,185.0
"31 Park Street, Northcote VIC 3070",0,House,11,680.0,Northcote,2,1,226.66666666666666
"11 Monash Avenue, Thornbury VIC 3071",1,House,13,640.0,Thornbury,2,1,213.33333333333334
"209/1 Bent Street, Northcote VIC 3070",1,Apartment / Unit / Flat,12,670.0,Northcote,2,2,167.5
"443 Clarke Street, Northcote VIC 3070",1,House,9,650.0,Northcote,2,1,216.66666666666666
"2/23 Comas Grove, Thornbury VIC 3071",1,Apartment / Unit / Flat,13,650.0,Thornbury,3,2,130.0
"514/631 Victoria Street, Abbotsford VIC 3067",1,Apartment / Unit / Flat,14,730.0,Abbotsford,2,2,182.5
"303/679-685 High Street, Thornbury VIC 3071",1,Apartment / Unit / Flat,13,600.0,Thornbury,2,2,150.0
"3/88 Normanby Avenue, Thornbury VIC 3071",2,Apartment / Unit / Flat,13,600.0,Thornbury,2,1,200.0
"315/631 Victoria Street, Abbotsford VIC 3067",1,Apartment / Unit / Flat,14,720.0,Abbotsford,2,2,180.0
"16 mollison st, Abbotsford VIC 3067",0,House,14,700.0,Abbotsford,2,1,233.33333333333334
"A325/627 Victoria Street, Abbotsford VIC 3067",1,Apartment / Unit / Flat,14,695.0,Abbotsford,2,1,231.66666666666666
"316/5 Beavers Road, Northcote VIC 3070",1,Apartment / Unit / Flat,13,630.0,Northcote,2,2,157.5
"801/8 Breavington Way, Northcote VIC 3070",0,Apartment / Unit / Flat,12,630.0,Northcote,2,2,157.5
"304/690 High Street, Thornbury VIC 3071",1,Apartment / Unit / Flat,13,590.0,Thornbury,2,1,196.66666666666666
"206/631 Victoria Street, Abbotsford VIC 3067",1,Apartment / Unit / Flat,14,715.0,Abbotsford,2,2,178.75
"54 Elm Street, Northcote VIC 3070",0,House,11,620.0,Northcote,2,1,206.66666666666666
"3/42-44 Clarendon Street, Thornbury VIC 3071",1,Apartment / Unit / Flat,12,540.0,Thornbury,2,1,180.0
"4/131 Harold Street, Thornbury VIC 3071",1,Apartment / Unit / Flat,13,550.0,Thornbury,2,1,183.33333333333334
"8/20 Westgarth St, Northcote VIC 3070",1,Apartment / Unit / Flat,11,595.0,Northcote,2,1,198.33333333333334
"402/692 High Street, Thornbury VIC 3071",1,Apartment / Unit / Flat,13,560.0,Thornbury,2,1,186.66666666666666
"301/44 Eastment Street, Northcote VIC 3070",1,Apartment / Unit / Flat,12,590.0,Northcote,2,1,196.66666666666666
"202/85 Hutton Street, Thornbury VIC 3071",1,Apartment / Unit / Flat,13,520.0,Thornbury,2,2,130.0
"3/122 Hutton Street, Thornbury VIC 3071",1,Apartment / Unit / Flat,13,490.0,Thornbury,2,1,163.33333333333334
"A412/627 Victoria Street, Abbotsford VIC 3067",1,Apartment / Unit / Flat,14,695.0,Abbotsford,2,1,231.66666666666666
"506/251 Johnston Street, Abbotsford VIC 3067",1,Apartment / Unit / Flat,13,680.0,Abbotsford,2,1,226.66666666666666
"310/26-38 Merri Parade, Northcote VIC 3070",1,Apartment / Unit / Flat,10,525.0,Northcote,1,1,262.5
"302/119 Turner Street, Abbotsford VIC 3067",1,Apartment / Unit / Flat,14,690.0,Abbotsford,2,2,172.5
"509/20 Shamrock St, Abbotsford VIC 3067",1,Apartment / Unit / Flat,14,680.0,Abbotsford,2,2,170.0
"3/198 Raleigh Street, Thornbury VIC 3071",1,Apartment / Unit / Flat,13,445.0,Thornbury,1,1,222.5
"145 Yarra St, Abbotsford VIC 3067",1,House,13,680.0,Abbotsford,2,1,226.66666666666666
"4/4 McCracken Avenue, Northcote VIC 3070",1,Apartment / Unit / Flat,12,500.0,Northcote,2,1,166.66666666666666
"3/85 Collins Street, Thornbury VIC 3071",1,Apartment / Unit / Flat,13,425.0,Thornbury,2,1,141.66666666666666
"306C/168 Victoria Road, Northcote VIC 3070",1,Apartment / Unit / Flat,12,500.0,Northcote,1,1,250.0
"1/497 High Street, Northcote VIC 3070",0,Apartment / Unit / Flat,13,500.0,Northcote,2,1,166.66666666666666
"36/337 Station Street, Thornbury VIC 3071",1,Apartment / Unit / Flat,12,420.0,Thornbury,1,1,210.0
"1010/8 Grosvenor Street, Abbotsford VIC 3067",1,Apartment / Unit / Flat,14,670.0,Abbotsford,2,2,167.5
"C408/11 Shamrock Street, Abbotsford VIC 3067",1,Apartment / Unit / Flat,14,650.0,Abbotsford,2,2,162.5
"98 Yarra Street, Abbotsford VIC 3067",0,House,14,660.0,Abbotsford,2,1,220.0
"9/10 Union Street, Northcote VIC 3070",1,Apartment / Unit / Flat,11,537.75,Northcote,2,1,179.25
"G04/20 Shamrock Street, Abbotsford VIC 3067",1,Apartment / Unit / Flat,14,635.0,Abbotsford,2,2,158.75
"409/469 High Street, Northcote VIC 3070",1,Apartment / Unit / Flat,13,450.0,Northcote,1,1,225.0
"3 Frederick Street, Northcote VIC 3070",1,House,11,450.0,Northcote,1,1,225.0
"3/60 Rennie Street, Thornbury VIC 3071",1,Apartment / Unit / Flat,13,450.0,Thornbury,2,1,150.0
"1/139 Shaftesbury Parade, Thornbury VIC 3071",1,Apartment / Unit / Flat,13,420.0,Thornbury,2,1,140.0
"6/44 Dundas Street, Thornbury VIC 3071",1,House,12,430.0,Thornbury,2,1,143.33333333333334
"8.10/8 Breavington Way, Northcote VIC 3070",1,Apartment / Unit / Flat,12,490.0,Northcote,1,1,245.0
"16/45 Woolton Avenue, Thornbury VIC 3071",1,Apartment / Unit / Flat,13,415.0,Thornbury,1,1,207.5
"9/31 Emmaline Street, Northcote VIC 3070",1,Apartment / Unit / Flat,13,410.0,Northcote,1,1,205.0
"707/4 Acacia Place, Abbotsford VIC 3067",0,Apartment / Unit / Flat,14,600.0,Abbotsford,1,1,300.0
"1/4 Dundas Street, Thornbury VIC 3071",1,Apartment / Unit / Flat,13,420.0,Thornbury,1,1,210.0
"218/6 Acacia Place, Abbotsford VIC 3067",1,Apartment / Unit / Flat,14,600.0,Abbotsford,1,1,300.0
"3/17 Roberts Street, Northcote VIC 3070",1,Apartment / Unit / Flat,11,400.0,Northcote,1,1,200.0
"230/4 Acacia Pl, Abbotsford VIC 3067",1,Apartment / Unit / Flat,14,600.0,Abbotsford,2,1,200.0
"EG13/11 Flockhart Street, Abbotsford VIC 3067",1,Apartment / Unit / Flat,14,585.0,Abbotsford,2,1,195.0
"8/47 Martin Street, Thornbury VIC 3071",0,Apartment / Unit / Flat,12,400.0,Thornbury,2,1,133.33333333333334
"1/13 Christmas Street, Northcote VIC 3070",1,Apartment / Unit / Flat,13,390.0,Northcote,1,1,195.0
"2/176 St Georges Road, Northcote VIC 3070",1,Apartment / Unit / Flat,12,400.0,Northcote,1,1,200.0
"G08/18 Grosvenor Street, Abbotsford VIC 3067",1,Apartment / Unit / Flat,14,580.0,Abbotsford,2,1,193.33333333333334
"1/130 Rossmoyne Street, Thornbury VIC 3071",1,Apartment / Unit / Flat,13,380.0,Thornbury,1,1,190.0
"4/30 Aberdeen Grove, Northcote VIC 3070",1,Apartment / Unit / Flat,11,365.0,Northcote,1,1,182.5
"4/45 Woolton Avenue, Thornbury VIC 3071",1,Apartment / Unit / Flat,13,400.0,Thornbury,1,1,200.0
"1/30 Aberdeen Grove, Northcote VIC 3070",1,Apartment / Unit / Flat,11,365.0,Northcote,1,1,182.5
"6/286 Mansfield Street, Thornbury VIC 3071",1,Apartment / Unit / Flat,12,395.0,Thornbury,2,1,131.66666666666666
"407/88 Trenerry Crescent, Abbotsford VIC 3067",1,Apartment / Unit / Flat,13,575.0,Abbotsford,2,1,191.66666666666666
"611 Victoria Street, Abbotsford VIC 3067",1,Apartment / Unit / Flat,14,550.0,Abbotsford,1,1,275.0
"611 Victoria Street, Abbotsford VIC 3067",1,House,14,550.0,Abbotsford,1,1,275.0
"611 Victoria Street, Abbotsford VIC 3067",1,House,14,550.0,Abbotsford,1,1,275.0
"3/149 High Street, Northcote VIC 3070",0,Apartment / Unit / Flat,11,380.0,Northcote,1,1,190.0
"11/74 Dundas Street, Thornbury VIC 3071",1,Apartment / Unit / Flat,12,380.0,Thornbury,1,1,190.0
"214/20 Shamrock Street, Abbotsford VIC 3067",0,Apartment / Unit / Flat,14,550.0,Abbotsford,1,1,275.0
"4/89 Ballantyne Street, Thornbury VIC 3071",0,Apartment / Unit / Flat,13,360.0,Thornbury,1,1,180.0
"5/39 Rossmoyne Street, Thornbury VIC 3071",1,Apartment / Unit / Flat,12,360.0,Thornbury,1,1,180.0
"6/151 Ballantyne Street, Thornbury VIC 3071",1,Apartment / Unit / Flat,13,350.0,Thornbury,1,1,175.0
"6/19 Normanby Avenue, Thornbury VIC 3071",1,Apartment / Unit / Flat,13,320.0,Thornbury,1,1,160.0
"605/10 Trenerry Crescent, Abbotsford VIC 3067",1,House,14,530.0,Abbotsford,1,1,265.0
"123/631 Victoria Street, Abbotsford VIC 3067",0,Apartment / Unit / Flat,14,530.0,Abbotsford,1,1,265.0
"ELG16/11 Flockhart Street, Abbotsford VIC 3067",0,Apartment / Unit / Flat,14,530.0,Abbotsford,2,1,176.66666666666666
"129/631 Victoria Street, Abbotsford VIC 3067",0,Apartment / Unit / Flat,14,520.0,Abbotsford,1,1,260.0
"208/20 Shamrock Street, Abbotsford VIC 3067",0,Apartment / Unit / Flat,14,500.0,Abbotsford,2,1,166.66666666666666
"105/112 - 120 Vere Street, Abbotsford VIC 3067",1,Apartment / Unit / Flat,14,500.0,Abbotsford,2,1,166.66666666666666
"201/312 Johnston Street, Abbotsford VIC 3067",0,Apartment / Unit / Flat,13,500.0,Abbotsford,1,1,250.0
"930/20 Shamrock Street, Abbotsford VIC 3067",0,Apartment / Unit / Flat,14,450.0,Abbotsford,1,1,225.0
"418/4 Acacia Place, Abbotsford VIC 3067",0,Apartment / Unit / Flat,14,485.0,Abbotsford,1,1,242.5
"731-733 High Street, Preston VIC 3072",1,House,11,850.0,Preston,3,1,212.5
"10 Devon Street, Preston VIC 3072",1,House,13,890.0,Preston,3,2,178.0
"2 Hope Street, Preston VIC 3072",1,House,12,950.0,Preston,3,2,190.0
"22 Arthur Street, Fairfield VIC 3078",5,House,8,1250.0,Fairfield,4,2,208.33333333333334
"201/71 Station Street, Fairfield VIC 3078",2,Apartment / Unit / Flat,9,900.0,Fairfield,3,2,180.0
"254 Arthur Street, Fairfield VIC 3078",1,House,12,680.0,Fairfield,3,1,170.0
"104/125 Turner Street, Abbotsford VIC 3067",1,Apartment / Unit / Flat,14,430.0,Abbotsford,1,1,215.0
"11 Avondale Road, Preston VIC 3072",2,House,12,750.0,Preston,3,2,150.0
"86 Pender Street, Preston VIC 3072",2,House,11,750.0,Preston,3,1,187.5
"5 Hollyford Court, Lalor VIC 3075",2,House,5,630.0,Lalor,4,2,105.0
"11 Benaroon Drive, Lalor VIC 3075",2,House,5,670.0,Lalor,4,2,111.66666666666667
"1/234 Rathmines Street, Fairfield VIC 3078",1,Apartment / Unit / Flat,12,420.0,Fairfield,2,1,140.0
"10 Evans Street, Fairfield VIC 3078",3,House,11,600.0,Fairfield,4,1,120.0
"7/28 Rushall Street, Fairfield VIC 3078",1,Apartment / Unit / Flat,10,460.0,Fairfield,2,1,153.33333333333334
"9/59 Rathmines Street, Fairfield VIC 3078",1,Apartment / Unit / Flat,9,430.0,Fairfield,1,1,215.0
"6/69 Station Street, Fairfield VIC 3078",1,Apartment / Unit / Flat,9,490.0,Fairfield,2,1,163.33333333333334
"1 Stewart Street, Reservoir VIC 3073",2,House,11,750.0,Reservoir,4,1,150.0
"778Rear High Street, Preston VIC 3072",2,Apartment / Unit / Flat,10,730.0,Preston,3,2,146.0
"70 Cramer Street, Preston VIC 3072",2,House,12,730.0,Preston,3,1,182.5
"5 Summit Court, Lalor VIC 3075",3,House,6,575.0,Lalor,4,1,115.0
"48 Herman Road, Lalor VIC 3075",1,House,6,550.0,Lalor,4,2,91.66666666666667
"11 Chowne Street, Lalor VIC 3075",4,House,10,550.0,Lalor,3,2,110.0
"4/223 Station Street, Fairfield VIC 3078",1,Apartment / Unit / Flat,11,390.0,Fairfield,1,1,195.0
"6/47 Station Street, Fairfield VIC 3078",1,House,8,390.0,Fairfield,1,1,195.0
"4A Percival Street, Preston VIC 3072",3,House,12,700.0,Preston,4,1,140.0
"3 Jean Street, Lalor VIC 3075",1,House,8,550.0,Lalor,3,1,137.5
"5/47 Station Street, Fairfield VIC 3078",1,Apartment / Unit / Flat,8,380.0,Fairfield,1,1,190.0
"807/70-82 High Street, Preston VIC 3072",1,Apartment / Unit / Flat,13,700.0,Preston,2,2,175.0
"24 Grampian Street, Preston VIC 3072",1,House,12,700.0,Preston,2,1,233.33333333333334
"111 Cuthbert Road, Reservoir VIC 3073",2,House,10,690.0,Reservoir,4,2,115.0
"47 Festival Grove, Lalor VIC 3075",4,House,9,540.0,Lalor,4,1,108.0
"69 Kingsway Drive, Lalor VIC 3075",2,House,9,540.0,Lalor,3,1,135.0
"19A Bailey Avenue, Preston VIC 3072",2,House,12,700.0,Preston,3,1,175.0
"11 Brigette Court, Lalor VIC 3075",1,House,6,530.0,Lalor,3,2,106.0
"196 Tyler Street, Preston VIC 3072",1,House,13,650.0,Preston,2,1,216.66666666666666
"132 Cyprus Street, Lalor VIC 3075",1,House,7,525.0,Lalor,3,1,131.25
"78 David Street, Lalor VIC 3075",2,House,10,530.0,Lalor,3,1,132.5
"146 Murray Road, Preston VIC 3072",2,House,11,670.0,Preston,3,1,167.5
"54 Marchant Avenue, Reservoir VIC 3073",2,House,10,650.0,Reservoir,3,1,162.5
"2/89 Darebin Boulevard, Reservoir VIC 3073",2,House,8,650.0,Reservoir,3,2,130.0
"47 Festival Grove, Lalor VIC 3075",2,House,9,510.0,Lalor,4,1,102.0
"43 Tunbridge Crescent, Lalor VIC 3075",2,House,9,520.0,Lalor,4,1,104.0
"19 Partridge Street, Lalor VIC 3075",2,House,9,510.0,Lalor,3,1,127.5
"30 Healey Drive, Epping VIC 3076",8,House,8,800.0,Epping,5,2,114.28571428571429
"409/67-69 High Street, Preston VIC 3072",1,Apartment / Unit / Flat,13,650.0,Preston,2,2,162.5
"7 Irons Court, Epping VIC 3076",2,House,6,715.0,Epping,4,2,119.16666666666667
"17 Farmhouse Boulevard, Epping VIC 3076",2,House,6,700.0,Epping,4,2,116.66666666666667
"12 MacFie Avenue, Epping VIC 3076",2,House,4,750.0,Epping,4,2,125.0
"220 Murray Road, Preston VIC 3072",2,House,11,640.0,Preston,3,1,160.0
"38 Yarra Avenue, Reservoir VIC 3073",2,House,10,650.0,Reservoir,3,1,162.5
"21 McColl Street, Reservoir VIC 3073",1,House,11,650.0,Reservoir,3,1,162.5
"23 Winifred Street, Preston VIC 3072",2,House,11,650.0,Preston,3,2,130.0
"1 Evans Street, Lalor VIC 3075",2,House,9,500.0,Lalor,3,1,125.0
"15 King William Street, Reservoir VIC 3073",0,House,12,650.0,Reservoir,3,1,162.5
"190 Albert Street, Preston VIC 3072",0,Apartment / Unit / Flat,12,650.0,Preston,3,2,130.0
"22 San Leandro Drive, Reservoir VIC 3073",3,House,8,650.0,Reservoir,3,1,162.5
"6 Acheron Street, Epping VIC 3076",2,House,5,750.0,Epping,5,2,107.14285714285714
"59 Partridge Street, Lalor VIC 3075",2,House,9,490.0,Lalor,3,1,122.5
"20 Como Street, Alphington VIC 3078",2,House,9,1000.0,Alphington,4,1,200.0
"909/626 Heidelberg Road, Alphington VIC 3078",2,Apartment / Unit / Flat,8,950.0,Alphington,3,2,190.0
"16 Bank Street, Alphington VIC 3078",3,House,9,980.0,Alphington,4,2,163.33333333333334
"6 Latrobe Avenue, Alphington VIC 3078",1,House,8,1000.0,Alphington,4,3,142.85714285714286
"6 Adams Street, Preston VIC 3072",1,House,12,600.0,Preston,3,1,150.0
"5 Tunaley Parade, Reservoir VIC 3073",2,House,7,650.0,Reservoir,3,1,162.5
"79 Casey Drive, Lalor VIC 3075",2,House,7,500.0,Lalor,3,1,125.0
"112 Lyndarum Drive, Epping VIC 3076",2,House,6,690.0,Epping,5,2,98.57142857142857
"5 Sydney Crescent, Lalor VIC 3075",2,House,10,500.0,Lalor,2,2,125.0
"114 Summerhill Road, Reservoir VIC 3073",1,House,8,650.0,Reservoir,4,1,130.0
"2/65 Purinuan Road, Reservoir VIC 3073",3,House,8,640.0,Reservoir,3,2,128.0
"207/204 High Street, Preston VIC 3072",1,Apartment / Unit / Flat,12,600.0,Preston,2,2,150.0
"310/380 Bell Street, Preston VIC 3072",1,Apartment / Unit / Flat,13,600.0,Preston,2,2,150.0
"12 Speckled Street, Epping VIC 3076",2,House,3,675.0,Epping,4,2,112.5
"43 Lowalde Drive, Epping VIC 3076",2,House,6,675.0,Epping,5,2,96.42857142857143
"3/6 West Court, Lalor VIC 3075",1,House,10,485.0,Lalor,2,1,161.66666666666666
"63 William Street, Lalor VIC 3075",1,House,8,480.0,Lalor,3,1,120.0
"3/8 Prince Andrew Avenue, Lalor VIC 3075",1,Apartment / Unit / Flat,10,470.0,Lalor,2,1,156.66666666666666
"6 Ambon Street, Preston VIC 3072",2,House,10,580.0,Preston,3,1,145.0
"19 Herlitz Drive, Epping VIC 3076",2,House,5,650.0,Epping,4,3,92.85714285714286
"65 Burton St, Lalor VIC 3075",3,House,10,475.0,Lalor,3,2,95.0
"821 Edgars Road, Epping VIC 3076",2,House,3,680.0,Epping,5,3,85.0
"10 Persian Close, Epping VIC 3076",2,House,3,670.0,Epping,4,2,111.66666666666667
"12 Binap Road, Epping VIC 3076",2,House,3,650.0,Epping,4,2,108.33333333333333
"27 Inverness Street, Reservoir VIC 3073",2,House,7,620.0,Reservoir,3,2,124.0
