address,parking,type,num_schools,cost,suburb,beds,baths,cost/(beds+baths)
"2/425A Ontario Ave, Mildura VIC 3500",2,House,7,500.0,Mildura,3,2,100.0
"4 Gleeson Street, White Hills VIC 3550",1,House,8,480.0,White Hills,3,1,120.0
"8/12A Lawson Street, Spring Gully VIC 3550",2,Apartment / Unit / Flat,3,450.0,Spring Gully,3,1,112.5
"115 St Killian Street, White Hills VIC 3550",2,House,3,490.0,White Hills,3,2,98.0
"18 Pendlebury Court, Spring Gully VIC 3550",2,House,1,580.0,Spring Gully,3,2,116.0
"29 Palm Springs Drive, Mildura VIC 3500",2,House,3,525.0,Mildura,3,2,105.0
"44 Milton Avenue, Spring Gully VIC 3550",2,House,3,520.0,Spring Gully,4,2,86.66666666666667
"6/50 Race Street, Flora Hill VIC 3550",1,House,6,400.0,Flora Hill,3,2,80.0
"21A Smith Street, North Bendigo VIC 3550",1,House,11,560.0,North Bendigo,2,2,140.0
"16 Burrell Street, Flora Hill VIC 3550",2,House,9,400.0,Flora Hill,3,1,100.0
"8 Margaret Crescent, Flora Hill VIC 3550",1,House,12,390.0,Flora Hill,3,1,97.5
"541 Napier Street, White Hills VIC 3550",2,House,3,400.0,White Hills,2,1,133.33333333333334
"6/27 Nish Street, Flora Hill VIC 3550",2,House,11,350.0,Flora Hill,2,1,116.66666666666667
"7/25 Somerville Street, Flora Hill VIC 3550",1,House,12,360.0,Flora Hill,1,1,180.0
"1 Laguna Court, Mildura VIC 3500",2,House,3,490.0,Mildura,4,2,81.66666666666667
"8 Harbourside Way, Mildura VIC 3500",2,House,7,490.0,Mildura,3,2,98.0
"171a Eighth Street, Mildura VIC 3500",1,House,8,485.0,Mildura,3,2,97.0
"1/53 Bobs Street, White Hills VIC 3550",1,Apartment / Unit / Flat,7,320.0,White Hills,2,1,106.66666666666667
"577 San Mateo Avenue, Mildura VIC 3500",2,House,5,475.0,Mildura,3,2,95.0
"Room 5/32 - 34 Churchill Avenue, Flora Hill VIC 3550",1,House,12,165.0,Flora Hill,1,1,82.5
"15 Kelvin Avenue, Mildura VIC 3500",2,House,8,480.0,Mildura,3,1,120.0
"312 Eighth St, Mildura VIC 3500",2,House,6,475.0,Mildura,3,2,95.0
"4/9 Saunders Street, West Bendigo VIC 3550",1,House,5,450.0,West Bendigo,3,1,112.5
"175 Ninth St, Mildura VIC 3500",2,House,9,470.0,Mildura,4,2,78.33333333333333
"154 Riverside Avenue, Mildura VIC 3500",2,House,8,450.0,Mildura,3,1,112.5
"1019 Fifteenth Street, Mildura VIC 3500",2,Apartment / Unit / Flat,4,465.0,Mildura,3,2,93.0
"19 Kara Street, Kennington VIC 3550",1,House,10,550.0,Kennington,3,2,110.0
"5C McIvor Court, Kennington VIC 3550",2,House,8,750.0,Kennington,3,2,150.0
"112 St Aidans Road, Kennington VIC 3550",1,House,12,540.0,Kennington,4,1,108.0
"1A Carola Court, Kennington VIC 3550",1,House,8,630.0,Kennington,3,2,126.0
"3/35 Sternberg Street, Kennington VIC 3550",2,House,12,700.0,Kennington,3,2,140.0
"23 Christie Parade, Mildura VIC 3500",3,House,10,430.0,Mildura,3,1,107.5
"177 Cureton Avenue, Mildura VIC 3500",1,House,7,440.0,Mildura,3,2,88.0
"51 Gladstone Street, Quarry Hill VIC 3550",1,House,12,580.0,Quarry Hill,2,1,193.33333333333334
"34 Olinda Street, Quarry Hill VIC 3550",1,House,12,560.0,Quarry Hill,2,1,186.66666666666666
"3 Hoskins Street, Quarry Hill VIC 3550",1,House,12,600.0,Quarry Hill,2,2,150.0
"16 Etherington Drive, Mildura VIC 3500",0,House,6,430.0,Mildura,3,1,107.5
"11 Pyke Street, Quarry Hill VIC 3550",1,House,12,560.0,Quarry Hill,2,1,186.66666666666666
"48 Teal Drive, Mildura VIC 3500",2,House,10,425.0,Mildura,3,2,85.0
"17 Rodney St, Quarry Hill VIC 3550",1,House,12,600.0,Quarry Hill,3,1,150.0
"1 Aviary Court, Strathdale VIC 3550",2,House,6,350.0,Strathdale,2,1,116.66666666666667
"125 Reservoir Road, Strathdale VIC 3550",2,House,6,450.0,Strathdale,3,1,112.5
"2/15 Claire Court, Kennington VIC 3550",2,House,9,460.0,Kennington,3,2,92.0
"99 Ambleside Crescent, Mildura VIC 3500",1,House,4,410.0,Mildura,3,2,82.0
"16 Albion Street, Kennington VIC 3550",0,House,12,460.0,Kennington,3,1,115.0
"113 Sternberg Street, Kennington VIC 3550",2,House,13,450.0,Kennington,3,1,112.5
"481 Etiwanda Avenue, Mildura VIC 3500",1,House,9,420.0,Mildura,3,1,105.0
"14 Royal Avenue, Kennington VIC 3550",1,House,13,440.0,Kennington,2,1,146.66666666666666
"5B Vincent Drive, Kennington VIC 3550",2,House,5,500.0,Kennington,4,2,83.33333333333333
"10/23 Hallam Street, Quarry Hill VIC 3550",1,Apartment / Unit / Flat,11,450.0,Quarry Hill,2,1,150.0
"158 Mitchell Street, Quarry Hill VIC 3550",1,House,12,530.0,Quarry Hill,2,1,176.66666666666666
"230 View Street, Bendigo VIC 3550",2,House,11,850.0,Bendigo,3,3,141.66666666666666
"228 View Street, Bendigo VIC 3550",2,House,12,820.0,Bendigo,3,3,136.66666666666666
"23 Hallam Street, Quarry Hill VIC 3550",1,Apartment / Unit / Flat,11,440.0,Quarry Hill,2,1,146.66666666666666
"2/47-55 View Street, Bendigo VIC 3550",1,House,12,880.0,Bendigo,3,2,176.0
"69 Twelfth Street, Mildura VIC 3500",2,House,8,410.0,Mildura,3,1,102.5
"9/23 Hallam Street, Quarry Hill VIC 3550",1,Apartment / Unit / Flat,11,450.0,Quarry Hill,2,1,150.0
"20 Carpenter Street, Quarry Hill VIC 3550",1,House,12,430.0,Quarry Hill,4,1,86.0
"137 Lemon Avenue, Mildura VIC 3500",0,House,9,400.0,Mildura,3,1,100.0
"106 Mollison Street, Bendigo VIC 3550",2,House,13,790.0,Bendigo,4,3,112.85714285714286
"2/23 View Point, Bendigo VIC 3550",1,Apartment / Unit / Flat,12,780.0,Bendigo,2,2,195.0
"2 Cavallo Dr, Mildura VIC 3500",2,House,10,395.0,Mildura,3,1,98.75
"1/182 Tenth St, Mildura VIC 3500",1,House,9,395.0,Mildura,2,1,131.66666666666666
"13 The Terrace, Kennington VIC 3550",1,House,5,430.0,Kennington,3,1,107.5
"4/8 Dale St, Kennington VIC 3550",1,House,8,420.0,Kennington,1,1,210.0
"40 Lowndes Street, Kennington VIC 3550",1,House,9,430.0,Kennington,3,1,107.5
"583 Deakin Avenue, Mildura VIC 3500",2,House,3,390.0,Mildura,2,1,130.0
"8/20 Glencoe Street, Kennington VIC 3550",1,Apartment / Unit / Flat,12,410.0,Kennington,3,1,102.5
"84 Sternberg Street, Bendigo VIC 3550",3,House,12,780.0,Bendigo,4,2,130.0
"30 Mafeking Street South, Kennington VIC 3550",1,House,9,420.0,Kennington,3,1,105.0
"2/9 Acacia Street, Bendigo VIC 3550",1,House,11,740.0,Bendigo,3,2,148.0
"208 San Mateo Avenue, Mildura VIC 3500",2,House,8,380.0,Mildura,3,1,95.0
"41 Drought Street, Bendigo VIC 3550",4,House,12,680.0,Bendigo,3,2,136.0
"2 Pitt Street, Bendigo VIC 3550",2,House,10,680.0,Bendigo,3,2,136.0
"109 Hargreaves Street, Bendigo VIC 3550",1,House,13,680.0,Bendigo,3,2,136.0
"32 Hunter St, Mildura VIC 3500",2,House,10,360.0,Mildura,3,1,90.0
"2/428 Walnut Ave, Mildura VIC 3500",1,Apartment / Unit / Flat,7,360.0,Mildura,2,1,120.0
"801 Fourteenth Street, Mildura VIC 3500",1,House,9,350.0,Mildura,2,1,116.66666666666667
"7 Kinross Street, Long Gully VIC 3550",2,House,10,450.0,Long Gully,3,2,90.0
"1/276 Ninth Street, Mildura VIC 3500",1,Apartment / Unit / Flat,8,350.0,Mildura,2,1,116.66666666666667
"103 Eaglehawk Road, Long Gully VIC 3550",1,House,9,470.0,Long Gully,3,1,117.5
"198 Eaglehawk Road, Long Gully VIC 3550",2,House,6,530.0,Long Gully,3,1,132.5
"87 Neale Street, Kennington VIC 3550",1,House,13,390.0,Kennington,2,1,130.0
"2/33 Glencoe Street, Kennington VIC 3550",1,Apartment / Unit / Flat,12,285.0,Kennington,1,1,142.5
"2/19 Creek Street, Bendigo VIC 3550",1,House,12,670.0,Bendigo,2,1,223.33333333333334
"3/428 Walnut Ave, Mildura VIC 3500",1,House,7,350.0,Mildura,2,1,116.66666666666667
"36 Lansell Street, East Bendigo VIC 3550",1,House,12,400.0,East Bendigo,2,1,133.33333333333334
"59 Rohs Road, East Bendigo VIC 3550",2,House,3,500.0,East Bendigo,4,2,83.33333333333333
"107 Casey Street, East Bendigo VIC 3550",1,House,9,560.0,East Bendigo,3,1,140.0
"2 Holt Street, Bendigo VIC 3550",1,House,13,670.0,Bendigo,3,2,134.0
"3/37 Day Street, East Bendigo VIC 3550",1,House,8,500.0,East Bendigo,2,1,166.66666666666666
"1/46 Lansell Street, East Bendigo VIC 3550",1,House,10,590.0,East Bendigo,2,1,196.66666666666666
"10/290 Twelfth Street, Mildura VIC 3500",1,Apartment / Unit / Flat,8,350.0,Mildura,2,1,116.66666666666667
"Unit 1, 4 Jobson Court, Mildura VIC 3500",1,Apartment / Unit / Flat,10,330.0,Mildura,3,1,82.5
"4/368 Deakin Avenue, Mildura VIC 3500",1,Apartment / Unit / Flat,8,320.0,Mildura,2,1,106.66666666666667
"101 Queen Street, Bendigo VIC 3550",2,House,13,650.0,Bendigo,2,2,162.5
"2/40 Cherry Ave, Mildura VIC 3500",1,House,8,330.0,Mildura,2,1,110.0
"80 Vine Street, Bendigo VIC 3550",1,House,11,635.0,Bendigo,3,2,127.0
"4/17 Bobs Street, Bendigo VIC 3550",1,House,9,620.0,Bendigo,2,1,206.66666666666666
"4/861 Fifteenth Street, Mildura VIC 3500",1,Apartment / Unit / Flat,6,310.0,Mildura,2,1,103.33333333333333
"59 Hopetoun Street, Bendigo VIC 3550",1,House,13,650.0,Bendigo,3,1,162.5
"2/59 Ontario Ave, Mildura VIC 3500",1,House,7,295.0,Mildura,2,1,98.33333333333333
"2/26 Day Street, East Bendigo VIC 3550",1,House,8,200.0,East Bendigo,1,1,100.0
"1/19 Creek Street, Bendigo VIC 3550",1,House,12,610.0,Bendigo,2,2,152.5
"11 Saade Street, Epsom VIC 3551",1,House,2,460.0,Epsom,3,1,115.0
"6 Blay Street, Epsom VIC 3551",3,House,1,510.0,Epsom,4,2,85.0
"13 Rosalind Street, Bendigo VIC 3550",1,House,13,580.0,Bendigo,3,1,145.0
"31 Flannery Road, Lockwood VIC 3551",2,House,0,550.0,Lockwood,3,1,137.5
"7 Langley Drive, Epsom VIC 3551",2,House,2,750.0,Epsom,4,2,125.0
"6/5-7 Cameron Avenue, Mildura VIC 3500",1,Apartment / Unit / Flat,8,260.0,Mildura,1,1,130.0
"105 Lucan Street, Bendigo VIC 3550",2,House,13,580.0,Bendigo,2,1,193.33333333333334
"4/14 Trevatt Ct, Mildura VIC 3500",1,House,9,230.0,Mildura,1,1,115.0
"103/2 Queen Street, Bendigo VIC 3550",0,Apartment / Unit / Flat,13,580.0,Bendigo,2,1,193.33333333333334
"1/164 Arnold Street, Bendigo VIC 3550",1,House,12,580.0,Bendigo,2,1,193.33333333333334
"55 Lower Beckhams Rd, Maiden Gully VIC 3551",2,House,1,550.0,Maiden Gully,4,2,91.66666666666667
"25 Sanctuary Boulevard, Maiden Gully VIC 3551",2,House,1,600.0,Maiden Gully,4,2,100.0
"2/2-4 Queen St, Bendigo VIC 3550",0,Apartment / Unit / Flat,13,580.0,Bendigo,2,1,193.33333333333334
"150 Minards Lane, Longlea VIC 3551",4,House,0,650.0,Longlea,4,2,108.33333333333333
"142 Ironstone Road, Ascot VIC 3551",2,House,1,510.0,Ascot,4,2,85.0
"74 Maggs Lane, Longlea VIC 3551",0,House,0,400.0,Longlea,3,1,100.0
"1 Reef Street, Bendigo VIC 3550",1,House,10,560.0,Bendigo,3,1,140.0
"56 Myers Street, Bendigo VIC 3550",0,House,13,570.0,Bendigo,3,2,114.0
"36 Honeysuckle Street, Bendigo VIC 3550",2,House,10,570.0,Bendigo,3,1,142.5
"22 Murphy Street, Bendigo VIC 3550",4,House,12,570.0,Bendigo,3,2,114.0
"1/65 McIvor Rd, Bendigo VIC 3550",1,House,13,560.0,Bendigo,2,1,186.66666666666666
"8 Inverness Dr, Junortoun VIC 3551",2,House,1,590.0,Junortoun,4,2,98.33333333333333
"1/43 Mitchell St, Bendigo VIC 3550",0,House,13,560.0,Bendigo,2,1,186.66666666666666
"15 Uley Street, Bendigo VIC 3550",1,House,13,550.0,Bendigo,2,1,183.33333333333334
"2 Miami Crt, Bendigo VIC 3550",1,House,8,550.0,Bendigo,3,1,137.5
"38 Chilula St, Huntly VIC 3551",1,House,1,550.0,Huntly,4,2,91.66666666666667
"37 Chilula St, Huntly VIC 3551",2,House,1,560.0,Huntly,4,2,93.33333333333333
"7 Oldaker Road, Huntly VIC 3551",2,House,1,600.0,Huntly,5,2,85.71428571428571
"27 Irontree Close, Kangaroo Flat VIC 3555",2,House,4,530.0,Kangaroo Flat,3,2,106.0
"12 Gallic St, Huntly VIC 3551",2,House,1,580.0,Huntly,4,2,96.66666666666667
"54C Helm Street, Kangaroo Flat VIC 3555",1,House,4,480.0,Kangaroo Flat,3,2,96.0
"29 Barnett Drive, Kangaroo Flat VIC 3555",2,House,1,520.0,Kangaroo Flat,3,2,104.0
"9B Holt Street, Bendigo VIC 3550",1,House,13,540.0,Bendigo,2,2,135.0
"59 Mundy Street, Bendigo VIC 3550",0,House,13,550.0,Bendigo,2,1,183.33333333333334
"519 Chilula St, Harlowe Estate, Huntly VIC 3551",2,House,1,550.0,Huntly,4,2,91.66666666666667
"2/10 Amara Way, Kangaroo Flat VIC 3555",2,House,2,520.0,Kangaroo Flat,3,2,104.0
"160 Crusoe Road, Kangaroo Flat VIC 3555",2,House,1,500.0,Kangaroo Flat,3,2,100.0
"7 Frederick Street, Bendigo VIC 3550",3,House,12,540.0,Bendigo,4,2,90.0
"192 Don Street, Bendigo VIC 3550",4,House,11,530.0,Bendigo,3,1,132.5
"29 Specimen Hill Road, Golden Square VIC 3555",1,House,5,700.0,Golden Square,3,1,175.0
"13 Ucres Way, Golden Square VIC 3555",2,House,4,660.0,Golden Square,3,2,132.0
"5/7-9 View Point, Bendigo VIC 3550",0,Apartment / Unit / Flat,12,520.0,Bendigo,2,1,173.33333333333334
"33A Pallett Street, Golden Square VIC 3555",1,House,6,580.0,Golden Square,3,2,116.0
"38 Campbell Road, Huntly VIC 3551",2,House,1,550.0,Huntly,4,2,91.66666666666667
"2/31 Booth Street, Golden Square VIC 3555",2,House,7,660.0,Golden Square,3,2,132.0
"30 Namatjira Bvd, Huntly VIC 3551",2,House,1,550.0,Huntly,4,2,91.66666666666667
"345B High Street, Kangaroo Flat VIC 3555",2,House,2,420.0,Kangaroo Flat,3,2,84.0
"1/9 Blue Wren Boulevard, Kangaroo Flat VIC 3555",1,House,2,440.0,Kangaroo Flat,2,2,110.0
"11 Moonta Street, Bendigo VIC 3550",2,House,8,485.0,Bendigo,3,2,97.0
"4 Tanby Dr, Huntly VIC 3551",2,House,1,550.0,Huntly,4,2,91.66666666666667
"1/113 Bridge Street, Bendigo VIC 3550",1,House,13,480.0,Bendigo,2,1,160.0
"2 Olive Street, Bendigo VIC 3550",2,House,11,460.0,Bendigo,3,1,115.0
"3 Elliott Street, Golden Square VIC 3555",1,House,4,490.0,Golden Square,3,2,98.0
"57 Norelle Crescent, Golden Square VIC 3555",2,House,4,550.0,Golden Square,4,2,91.66666666666667
"120 Victoria Street, Eaglehawk VIC 3556",2,House,3,460.0,Eaglehawk,3,1,115.0
"10 Hunter Street, Golden Square VIC 3555",1,House,6,460.0,Golden Square,3,1,115.0
"6 Ayton Street, Huntly VIC 3551",2,House,1,505.0,Huntly,4,2,84.16666666666667
"2/16 Burn Street, Golden Square VIC 3555",2,Apartment / Unit / Flat,7,485.0,Golden Square,3,2,97.0
"7/22a Emmett Street, Golden Square VIC 3555",1,Apartment / Unit / Flat,5,460.0,Golden Square,3,2,92.0
"1/6A Barnett Drive, Kangaroo Flat VIC 3555",1,House,1,450.0,Kangaroo Flat,3,2,90.0
"43 Chilula St, Huntly VIC 3551",2,House,1,540.0,Huntly,4,2,90.0
"2/15 Chapple Street, Eaglehawk VIC 3556",1,Apartment / Unit / Flat,3,320.0,Eaglehawk,2,1,106.66666666666667
"12 Namatjira Boulevard, Huntly VIC 3551",2,House,1,500.0,Huntly,4,2,83.33333333333333
"1 Hibiscus Court, Kangaroo Flat VIC 3555",1,House,3,450.0,Kangaroo Flat,3,1,112.5
"32 Campbell Rd, Huntly VIC 3551",2,House,1,500.0,Huntly,4,2,83.33333333333333
"4/7-9 View Point, Bendigo VIC 3550",0,House,12,450.0,Bendigo,1,1,225.0
"4 Leslie St, Eaglehawk VIC 3556",2,House,3,480.0,Eaglehawk,4,1,96.0
"202 Mackenzie Street West, Kangaroo Flat VIC 3555",2,House,4,460.0,Kangaroo Flat,3,1,115.0
"217 Forest Street, Bendigo VIC 3550",2,House,10,450.0,Bendigo,3,2,90.0
"11 Bank Street, Kangaroo Flat VIC 3555",1,House,3,430.0,Kangaroo Flat,2,1,143.33333333333334
"568 Hargreaves Street, Bendigo VIC 3550",1,House,10,430.0,Bendigo,1,1,215.0
"4/16 Burn Street, Golden Square VIC 3555",1,Apartment / Unit / Flat,7,460.0,Golden Square,3,2,92.0
"242A Don Street, Bendigo VIC 3550",0,House,10,420.0,Bendigo,1,1,210.0
"5 Chapel Street, Kangaroo Flat VIC 3555",1,House,4,400.0,Kangaroo Flat,3,1,100.0
"2/253 High Street, Golden Square VIC 3555",1,House,9,400.0,Golden Square,2,1,133.33333333333334
"9 Pye Lane, Huntly VIC 3551",2,House,1,470.0,Huntly,4,2,78.33333333333333
"40 Bramble Street, Bendigo VIC 3550",0,House,13,420.0,Bendigo,3,1,105.0
"134 Lockwood Road, Kangaroo Flat VIC 3555",1,House,4,370.0,Kangaroo Flat,2,1,123.33333333333333
"2/18 Dooley Street, Bendigo VIC 3550",1,House,10,420.0,Bendigo,3,2,84.0
"2 Whirrakee Parade, Huntly VIC 3551",2,House,1,470.0,Huntly,4,2,78.33333333333333
"17 Olympic Parade, Kangaroo Flat VIC 3555",0,House,4,350.0,Kangaroo Flat,3,1,87.5
"219 King Street, Bendigo VIC 3550",2,House,11,420.0,Bendigo,3,1,105.0
"1/630 Huntly Fosterville Road, Huntly VIC 3551",1,Apartment / Unit / Flat,0,275.0,Huntly,1,1,137.5
"81 Averys Road, Jackass Flat VIC 3556",1,House,3,640.0,Jackass Flat,3,1,160.0
"250 Arnold Street, Bendigo VIC 3550",2,House,10,410.0,Bendigo,3,1,102.5
"110 Mitchell Street, Bendigo VIC 3550",1,Apartment / Unit / Flat,13,400.0,Bendigo,2,1,133.33333333333334
"330 Mackenzie Street, Golden Square VIC 3555",2,House,6,450.0,Golden Square,2,1,150.0
"40 Chilula St, Huntly VIC 3551",1,House,1,470.0,Huntly,4,2,78.33333333333333
"173 Thistle Street, Golden Square VIC 3555",2,House,10,440.0,Golden Square,3,1,110.0
"216 Don Street, Bendigo VIC 3550",1,House,10,410.0,Bendigo,3,1,102.5
"6/369 Barnard Street, Bendigo VIC 3550",1,Apartment / Unit / Flat,10,400.0,Bendigo,2,1,133.33333333333334
"4B Thunder Street, Bendigo VIC 3550",1,House,12,380.0,Bendigo,2,1,126.66666666666667
"20 Cobden Street, Bendigo VIC 3550",1,House,12,370.0,Bendigo,2,1,123.33333333333333
"9 Thorpe St, California Gully VIC 3556",2,House,4,480.0,California Gully,3,1,120.0
"4A Stone Street, California Gully VIC 3556",2,Apartment / Unit / Flat,4,250.0,California Gully,1,1,125.0
"68 Averys Road, California Gully VIC 3556",0,House,3,600.0,California Gully,4,2,100.0
"2/12 Truscott Street, California Gully VIC 3556",1,House,4,360.0,California Gully,2,1,120.0
"1/48 Baxter Street, Bendigo VIC 3550",1,House,13,350.0,Bendigo,3,1,87.5
"4 Frederick Street, Bendigo VIC 3550",3,House,12,280.0,Bendigo,1,1,140.0
"Room 4/32-34 Churchill Avenue, Bendigo VIC 3550",0,House,12,165.0,Bendigo,1,1,82.5
"2/14A Nelson Street, California Gully VIC 3556",1,House,4,450.0,California Gully,2,2,112.5
"125 Stawell Street, Echuca VIC 3564",2,House,3,693.5,Echuca,3,2,138.7
"9/9 Campaspe Street, Echuca VIC 3564",1,Apartment / Unit / Flat,6,671.75,Echuca,2,2,167.9375
"65 Bridlington Avenue, Echuca VIC 3564",2,House,7,630.0,Echuca,4,2,105.0
"12 Gaze Avenue, Echuca VIC 3564",2,House,5,682.5,Echuca,4,2,113.75
"65 Campaspe Esplanade, Echuca VIC 3564",3,House,7,671.75,Echuca,4,2,111.95833333333333
"20 McCann Crescent, Kerang VIC 3579",1,House,4,280.0,Kerang,3,1,70.0
"4/182 Boundary Street, Kerang VIC 3579",1,Apartment / Unit / Flat,4,210.0,Kerang,2,1,70.0
"16 Centenary Crescent, Nagambie VIC 3608",2,House,2,510.0,Nagambie,3,2,102.0
"8 Nile Court, Echuca VIC 3564",1,House,1,628.5,Echuca,3,1,157.125
"4 Cochrane Street, Echuca VIC 3564",4,House,5,651.75,Echuca,4,2,108.625
"2/22 James Street, Echuca VIC 3564",1,House,5,596.0,Echuca,3,2,119.2
"45 McKinlay Street, Echuca VIC 3564",3,House,4,541.75,Echuca,3,1,135.4375
"26 McLeod Street, Kirwans Bridge VIC 3608",2,House,0,495.0,Kirwans Bridge,2,1,165.0
"70 Stanhope Road, Rushworth VIC 3612",2,House,2,370.0,Rushworth,3,1,92.5
"99 Bowen Street, Echuca VIC 3564",2,House,3,515.0,Echuca,3,1,128.75
"38 HOGAN STREET, Tatura VIC 3616",4,House,2,490.0,Tatura,3,1,122.5
"225 HOGAN STREET, Tatura VIC 3616",4,House,2,490.0,Tatura,3,2,98.0
"317 Ogilvie Avenue, Echuca VIC 3564",3,House,5,487.5,Echuca,3,2,97.5
"5/169-171 Hogan Street, Tatura VIC 3616",1,Apartment / Unit / Flat,2,600.0,Tatura,2,2,150.0
"120 Goulburn Road, Echuca VIC 3564",2,House,3,490.0,Echuca,3,1,122.5
"124 Pakenham Street, Echuca VIC 3564",1,House,4,487.5,Echuca,4,1,97.5
"273 Ogilvie avenue, Echuca VIC 3564",3,House,5,488.75,Echuca,3,2,97.75
"13 Nurtja Drive, Kyabram VIC 3620",2,House,2,525.0,Kyabram,4,2,87.5
"3 Union Street, Kyabram VIC 3620",0,House,2,420.0,Kyabram,3,1,105.0
"7 Nurtja Drive, Kyabram VIC 3620",2,House,2,525.0,Kyabram,4,2,87.5
"53 Mitchell Street, Echuca VIC 3564",1,House,4,455.0,Echuca,3,1,113.75
"36 Bond Street, Kyabram VIC 3620",2,House,2,440.0,Kyabram,3,1,110.0
"3/101 Sutton Street, Echuca VIC 3564",1,Apartment / Unit / Flat,4,433.5,Echuca,2,1,144.5
"138 Sturt Street, Echuca VIC 3564",1,House,4,406.25,Echuca,2,1,135.41666666666666
"3/9 Nihill Street, Tongala VIC 3621",1,Apartment / Unit / Flat,2,350.0,Tongala,2,1,116.66666666666667
"32 Crosswaite Street, Kyabram VIC 3620",1,House,2,420.0,Kyabram,3,1,105.0
"2B Kinchega Drive, Shepparton North VIC 3631",4,House,6,600.0,Shepparton North,4,2,100.0
"15 Yanchep St, Shepparton North VIC 3631",2,House,6,530.0,Shepparton North,4,2,88.33333333333333
"5 Malmsbury Crescent, Kialla VIC 3631",2,House,1,700.0,Kialla,4,2,116.66666666666667
"15 Paradise Court, Kialla VIC 3631",2,House,2,620.0,Kialla,4,2,103.33333333333333
"15 Tobourie St, Kialla VIC 3631",2,House,1,620.0,Kialla,4,2,103.33333333333333
"36 Wendouree Drive, Kialla VIC 3631",2,House,1,660.0,Kialla,4,2,110.0
"4 Peatling Lane, Numurkah VIC 3636",2,House,3,530.0,Numurkah,3,2,106.0
"40 Katamatite-Nathalia Rd, Numurkah VIC 3636",0,House,3,550.0,Numurkah,3,1,137.5
"Unit 14/46 Tocumwal Rd, Numurkah VIC 3636",0,Apartment / Unit / Flat,3,195.0,Numurkah,1,1,97.5
"11 Apostle Street, Kialla VIC 3631",2,House,1,600.0,Kialla,4,2,100.0
"603 Union Road, Katandra West VIC 3634",0,House,0,300.0,Katandra West,3,1,75.0
"22 Wagtail Drive, Kialla VIC 3631",2,House,1,580.0,Kialla,4,2,96.66666666666667
"5/17 Buckworth Street, Kialla VIC 3631",1,Apartment / Unit / Flat,2,535.0,Kialla,3,2,107.0
"2857 Katamatite-Shepparton Road, Tallygaroopna VIC 3634",2,House,0,420.0,Tallygaroopna,3,1,105.0
"18 Macintosh St, Shepparton VIC 3630",2,House,8,620.0,Shepparton,3,1,155.0
"74 Kialla Lakes Drive, Kialla VIC 3631",2,House,3,550.0,Kialla,4,2,91.66666666666667
"13 Hovell Crescent, Shepparton VIC 3630",2,House,2,1800.0,Shepparton,9,3,150.0
"3/113 Knight Street, Shepparton VIC 3630",2,Apartment / Unit / Flat,9,860.0,Shepparton,3,3,143.33333333333334
"20 Orr Street, Shepparton VIC 3630",2,House,8,610.0,Shepparton,3,2,122.0
"6 Henderson Court, Shepparton VIC 3630",4,House,9,1800.0,Shepparton,9,3,150.0
"8/17 Buckworth Street, Kialla VIC 3631",1,Apartment / Unit / Flat,2,535.0,Kialla,3,2,107.0
"4/17 Buckworth Street, Kialla VIC 3631",1,Apartment / Unit / Flat,2,500.0,Kialla,2,1,166.66666666666666
"3/13 Coomboona Street, Shepparton VIC 3630",1,Apartment / Unit / Flat,9,590.0,Shepparton,2,2,147.5
"5-7 Sugargum Crescent, Kialla VIC 3631",2,House,2,500.0,Kialla,3,2,100.0
"9/17 Buckworth Street, Kialla VIC 3631",1,Apartment / Unit / Flat,2,500.0,Kialla,2,1,166.66666666666666
"18 Windsor Avenue, Shepparton VIC 3630",2,House,1,580.0,Shepparton,4,2,96.66666666666667
"425 Sandmount Road, Katunga VIC 3640",4,House,0,450.0,Katunga,4,1,90.0
"18 Manse Road, Cobram VIC 3644",2,House,4,480.0,Cobram,3,1,120.0
"13 Roberts Street, Shepparton VIC 3630",1,House,6,550.0,Shepparton,4,1,110.0
"11 Kinchega Drive, Shepparton VIC 3630",2,House,9,550.0,Shepparton,4,2,91.66666666666667
"9 Rivertown Grove, Cobram VIC 3644",3,House,4,480.0,Cobram,3,2,96.0
"14 Manse Road, Cobram VIC 3644",3,House,4,490.0,Cobram,3,1,122.5
"2/21 Skene Street, Shepparton VIC 3630",1,Apartment / Unit / Flat,9,550.0,Shepparton,2,1,183.33333333333334
"3114 Murray Valley Highway, Cobram VIC 3644",1,House,0,520.0,Cobram,4,2,86.66666666666667
"4 Cornish St, Cobram VIC 3644",3,House,4,450.0,Cobram,3,1,112.5
"6 Carson Street, Shepparton VIC 3630",1,House,8,530.0,Shepparton,3,1,132.5
"420 Dookie-Nalinga Road, Dookie VIC 3646",0,House,0,420.0,Dookie,3,1,105.0
"13 Stokes Ave, Cobram VIC 3644",1,House,4,430.0,Cobram,4,2,71.66666666666667
"28 Carson Street, Shepparton VIC 3630",1,House,8,530.0,Shepparton,3,1,132.5
"365 Reedy Creek Road, Reedy Creek VIC 3658",2,House,0,750.0,Reedy Creek,4,1,150.0
"1/22 Cornish Street, Cobram VIC 3644",1,Apartment / Unit / Flat,4,350.0,Cobram,2,1,116.66666666666667
"5 Trudgen Street, Shepparton VIC 3630",3,House,9,520.0,Shepparton,4,2,86.66666666666667
"Unit 2/1 Wirbill St, Cobram VIC 3644",0,Apartment / Unit / Flat,4,350.0,Cobram,2,1,116.66666666666667
